# input	kind	canonical	formatted
10公里	length	10000	10公里
1千克 + 500克	mass	1500	1.5千克
30小时 - 30分钟	duration	106200	29.5小时
1公里 / 4	length	250	0.25公里
(1 + 2) * 3	number	9	9
-5公里	length	-5000	-5公里
12英寸	length	0.3048	12英寸
212华氏到摄氏	temperature	100	100°C
30摄氏 - 20摄氏	tempdelta	10	10°C
50 + 20%	number	60	60
90度到弧度	angle	1.570796326794896619231321692	1.5707963267948966192313217弧度
1kib到b	datasize	1024	1,024B
3米 * 4米	area	12	12平方米
100公里 / 2小时	speed	13.88888888888888888888888889	13.888888888888888888888889m/s
1,234,567毫米	length	1234.567	1,234,567毫米
1.5公里	length	1500	1.5公里
# No number agreement of any kind: Chinese marks plurality nowhere on a noun,
# so a unit here has one printed form or none at all, and 1 and 5 take the
# same word. The separators are English's — "," for groups, "." for the
# decimal.
1米	length	1	1米
5米	length	5	5米
# No space between the number and the unit, on input or output: this
# language's `renderQuantity` defaults the gap to the empty string. That is
# what makes the round trip hold — the engine reads back its own "2,000米"
# byte for byte.
2公里到米	length	2000	2,000米
# The myriad. Chinese counts in ten-thousands, so 万 is a magnitude word in its
# own right and 一万 is one of them, not ten of a thousand.
一万米	length	10000	10,000米
二百零五克	mass	205	205克
一公里	length	1000	1公里
# The word operators need whitespace around them even though Chinese is
# written without any: 乘 and 除以 are matched as separate tokens and
# "2公里乘3" does not parse. The symbol operators above have no such
# requirement.
2公里 乘 3	length	6000	6公里
10公里 除以 4	length	2500	2.5公里
# 换算 and 转换 are verbs rather than prepositions, and both introduce a target
# on their own.
2公里换算米	length	2000	2,000米
