# input	kind	canonical	formatted
1 + 1	number	2	2
10 - 4	number	6	6
6 * 7	number	42	42
10 / 4	number	2.5	2.5
-5	number	-5	-5
(1 + 2) * 3	number	9	9
100 / 3	number	33.33333333333333333333333333	33.3333
# The separators are English's — "," for groups, "." for the decimal.
1,234,567	number	1234567	1,234,567
0.1 + 0.2	number	0.3	0.3
# Sino-Korean cardinals, written in Hangul but composed exactly as the Chinese
# characters they transliterate: 이십일 is two-ten-one. Korean's native series
# — 하나, 둘, 셋 — is not read here, and it is a counting series rather than a
# way of writing a number, so nothing below is missing because of it.
일	number	1	1
십육	number	16	16
이십일	number	21	21
이백오	number	205	205
오백	number	500	500
천삼십이	number	1032	1,032
백	number	100	100
영	number	0	0
# The myriad, and no leading 일 on it: 만 is ten thousand on its own, where
# Chinese writes 一万.
만	number	10000	10,000
십만	number	100000	100,000
만 + 1	number	10001	10,001
# Word operators — the Sino-Korean verb and the English loan side by side.
10 더하기 5	number	15	15
10 플러스 5	number	15	15
10 빼기 4	number	6	6
6 곱하기 7	number	42	42
10 나누기 4	number	2.5	2.5
