# input	kind	canonical	formatted
10 км	length	10000	10 кілометрів
12 дюймів	length	0.3048	12 дюймів
2 км в метрах	length	2000	2 000 метрів
1 миля в кілометрах	length	1609.344	1,6093 кілометра
10 м + 5 км	length	5010	5 010 метрів
1 км - 250 м	length	750	0,75 кілометра
10 км * 3	length	30000	30 кілометрів
1 км / 4	length	250	0,25 кілометра
-5 км	length	-5000	-5 кілометрів
3 фути в сантиметрах	length	0.9144	91,44 сантиметра
один кілометр	length	1000	1 кілометр
1 ярд в сантиметрах	length	0.9144	91,44 сантиметра
1 500 мм в метрах	length	1.5	1,5 метра
5280 футів в милях	length	1609.344	1 миля
двісті п'ять км	length	205000	205 кілометрів
# The four plural categories on one unit, which English has two of. 21 is
# singular in Ukrainian and 11 is not, and neither follows from the other.
21 метр	length	21	21 метр
11 метрів	length	11	11 метрів
2 метри	length	2	2 метри
5 метрів	length	5	5 метрів
# The fractional category, which is the genitive *singular* — "1,5
# кілометра", never "1,5 кілометрів". No English row can express it.
1 км + 500 м	length	1500	1,5 кілометра
1,5 м	length	1.5	1,5 метра
# The feminine unit, where the nominative plural and the genitive singular
# coincide ("2 милі", "1,5 милі") while the masculine ones diverge, and
# the genitive plural is the bare stem rather than an -ів ending.
2 милі	length	3218.688	2 милі
5 миль	length	8046.72	5 миль
# Latin aliases still read on a Ukrainian engine: `aliasesFor` reuses the
# one alias map in units.ts, so a developer typing `km` is understood.
2 km	length	2000	2 кілометри
