# input	kind	canonical	formatted
#
# The aggregator's corpus, so the rows range across the set rather than drill
# one kind: the bridges between two kinds, and the comparisons that need
# `boolean` registered beside the kind being compared. Each bridge owner names
# its operands by id string rather than importing them, so a signature whose
# operands are unregistered is unreachable rather than a build error.
3 m * 4 m	area	12	12 m²
100 km / 2 h	speed	13.88888888888888888888888889	13,888888888888888888888889 m/s
2 kw * 3 h	energy	21600000	21.600.000 joule
1 kwh / 1 kw	duration	3600	3.600 seconden
500 mb / 20 s	datarate	200000000	200 Mbit
100 mbps * 1 min	datasize	750000000	750.000.000 byte
120 bpm in ms	duration	0.5	500 milliseconden
1000 mb = 1 gb	boolean	1	true
1 mijl > 1 km	boolean	1	true
212 F in C	temperature	100	100 °C
30 C - 20 C	tempdelta	10	10 °C
20% van 50	number	10	10
(1 + 2) * 3	number	9	9
-5 km	length	-5000	-5 kilometer
# "." groups and "," separates the decimal — the German pair, in a language
# that agrees with German about nothing below.
1.500 m in km	length	1500	1,5 kilometer
250 ml + 1 l	volume	1.25	1.250 milliliter
# Not one unit in the set moves on the number axis: the same "kilogram" at
# 1,5 and at 12, the same "uur" at 29,5, the same "kilometer" at -5. Dutch is
# the direct opposite of German here, and for `mijl` — the one unit German
# does pluralise — it is a flat contradiction.
1 kg + 500 g	mass	1500	1,5 kilogram
30 h - 30 min	duration	106200	29,5 uur
5 mijl in km	length	8046.72	8,04672 kilometer
# No case either, so a conversion target is spelled exactly like a bare
# quantity.
2 km in meter	length	2000	2.000 meter
# `duim` reads and `inch` never prints, because `in` is a reserved keyword and
# the vocabulary omits it as an alias.
12 duim in cm	length	0.3048	30,48 centimeter
# Two words for times, one for over. "gedeeld door" is the two-token one, the
# second half hanging off `keywords.by`.
3 kg maal 4	mass	12000	12 kilogram
3 kg keer 4	mass	12000	12 kilogram
2 km gedeeld door 4	length	500	0,5 kilometer
# A spelled cardinal: one word, units before tens, and a diaeresis where two
# vowels would otherwise be read as one.
duizend tweeëndertig	number	1032	1.032
