# input	kind	canonical	formatted
1 kwh in joule	energy	3600000	3.600.000 joule
2 kW * 3 uur	energy	21600000	6 kilowattuur
1 kwh / 1 uur	power	1000	1 kilowatt
1 kwh / 1 kW	duration	3600	1 uur
500 J + 500 J	energy	1000	1.000 joule
2 kJ * 3	energy	6000	6 kilojoule
1 kJ - 250 J	energy	750	0,75 kilojoule
1 kJ / 4	energy	250	0,25 kilojoule
-1 kwh	energy	-3600000	-1 kilowattuur
een kilojoule	energy	1000	1 kilojoule
tweehonderd joule	energy	200	200 joule
# "." groups and "," is the decimal, the pair Dutch shares with German.
1.234.567 J	energy	1234567	1.234.567 joule
2,5 kwh	energy	9000000	2,5 kilowattuur
# Nothing on the number axis. The joule and the whole watt-hour family hold one
# word in both `forms` rows, so no count moves them — and "kilowatturen" is a
# real Dutch plural the vocabulary reads and never writes back.
1 joule	energy	1	1 joule
2 joule	energy	2	2 joule
1 kilowattuur	energy	3600000	1 kilowattuur
2 kilowatturen	energy	7200000	2 kilowattuur
# The calorie is the one unit here that does decline, and its plural carries a
# diaeresis. Both spellings read; the accented one is what prints. A fraction
# takes the plural.
1 calorie	energy	4.184	1 calorie
5 calorieën	energy	20.92	5 calorieën
5 calorieen	energy	20.92	5 calorieën
1,5 calorieën	energy	6.276	1,5 calorieën
# BTU declares no `forms` — an initialism Dutch leaves alone — so it prints on
# the symbol branch, which this language spaces.
5 BTU	energy	5275.2792631	5 BTU
# "maal" and "keer" both say `times`; division is two tokens.
2 kJ keer 3	energy	6000	6 kilojoule
10 kJ gedeeld door 4	energy	2500	2,5 kilojoule
# "naar" is the second conversion preposition beside the "in" generation emits.
2 kWh naar joule	energy	7200000	7.200.000 joule
