# input	kind	canonical	formatted
3 м * 4 м	area	12	12 м²
1 гектар в м2	area	10000	10 000 м²
1 акр в м2	area	4046.8564224	4 046,8564 м²
2 км2 в гектарах	area	2000000	200 гектарів
5000 см2 в м2	area	0.5	0,5 м²
10 м2 + 5 м2	area	15	15 м²
1 гектар - 2500 м2	area	7500	0,75 гектара
3 м2 * 4	area	12	12 м²
100 м2 / 4	area	25	25 м²
-5 м2	area	-5	-5 м²
2 км2 в м2	area	2000000	2 000 000 м²
1 м2 в см2	area	1	10 000 см²
два гектари	area	20000	2 гектари
1 км * 1 км	area	1000000	1 км²
12 м2	area	12	12 м²
# The squared units print as a symbol in both languages, so the rows that
# separate the two are the hectare's — a declined noun with four plural
# categories where English has "hectares" and nothing else.
21 гектар	area	210000	21 гектар
11 гектарів	area	110000	11 гектарів
2 гектари	area	20000	2 гектари
1,5 гектара	area	15000	1,5 гектара
5 гектарів	area	50000	5 гектарів
